,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1250,1250,"5,9","0,079","0,01","0,99514","7,1",24,"3,4",6,"2,3","0,9","40,7","0,6"
1251,1251,"3,8","0,077","0,14","0,9963","7,5",27,"3,28",5,"2,2","0,59",-54,"0,58"
1252,1252,"15,8","0,123",0,"0,99627","7,1",6,"3,45",5,"1,8","0,98","-12,6","0,72"
1253,1253,"7,5","0,096",0,"0,99569","7,9",6,"3,43",5,"1,4","0,1","-11,7","0,66"
1254,1254,"10,9","0,079","0,06","0,99628","7,8",20,"3,4",5,"1,9","0,5","3,5","0,7"
1255,1255,15,"0,069","0,02","0,99358","6,1",26,"3,47",5,"2,4","0,9","-41,4","0,64"
1256,1256,"6,2","0,082","0,22","0,99499","7,5",43,"3,1",5,"1,8","0,4",6,"0,59"
1257,1257,8,"0,085","0,28","0,99633",7,12,"3,32",6,"4,8","0,5","-62,1","0,58"
1258,1258,"10,3","0,123",0,"0,99538","6,8",15,"3,44",6,"2,7","1,13","36,3","0,64"
1259,1259,"7,3","0,123",0,"0,99538","6,8",15,"3,44",6,"2,7","0,43","36,3","0,64"
1260,1260,"12,3","0,403","0,68","0,99632","8,6",19,"3,02",5,"1,8","1,15","-50,4","0,635"
1261,1261,"11,2","0,083",0,"0,99437","6,3",17,"3,59",4,2,"0,8","2,4","1,02"
1262,1262,"11,8","0,081","0,38","0,99726","9,8",34,"3,15",5,"2,5","0,9","72,6","0,45"
1263,1263,"11,6","0,089",0,"0,9978","8,2",13,"3,37",4,"2,2","0,46","2,6","0,78"
1264,1264,"7,8","0,066","0,32","0,99456","8,5",26,"3,38",6,"1,8","0,1","5,1","0,37"
1265,1265,"11,3","0,081","0,05","0,99564","7,2",16,"3,38",6,"2,3",1,"3,6","0,57"
1266,1266,"16,3","0,081","0,05","0,99564","7,2",16,"3,38",6,"2,3",1,"-68,4","0,57"
1267,1267,"8,4","0,068","0,5","0,996","10,4",13,"3,1",6,"2,3","1,17","1,9","0,43"
1268,1268,"7,5","0,079","0,31","0,99668","6,9",21,"3,47",6,2,"0,5","-96,9","0,41"
1269,1269,14,"0,044","0,03","0,9908","5,5",28,"3,5",8,"1,8","1,02","8,7","0,49"
1270,1270,20,"0,048","0,01","0,99084",5,26,"3,7",6,"1,6","0,95",6,"0,38"
1271,1271,"7,7","0,049","0,2","0,9935","7,3",24,"3,38",6,"1,6","0,27","70,4","0,44"
1272,1272,"13,2","0,077",0,"0,99385","5,9",25,"3,5",5,"1,9","1,03","-39,6","0,46"
1273,1273,"11,3","0,073","0,2","0,99494","7,5",34,"3,1",5,2,"0,43","4,4","0,58"
1274,1274,"7,2","0,102","0,13","0,9944","7,8",17,"3,24",6,"2,1","0,6","-68,4","0,58"
1275,1275,"13,5","0,075","0,22","0,99688",8,13,"3,24",6,"2,3","0,6","-72,9","0,715"
1276,1276,19,"0,05","0,4","0,99566","8,5",3,"3,28",4,"6,3","0,8",11,"0,4"
1277,1277,"12,7","0,114",0,"0,99636",7,3,"3,35",6,"1,9","0,9",-9,"0,69"
1278,1278,"8,5","0,075","0,22","0,99688",8,13,"3,24",6,"2,3","0,2","89,1","0,715"
1279,1279,"13,5","0,062","0,39","0,9948","9,8",3,"3,14",7,"1,7","0,77","0,9","0,3"
1280,1280,"14,4","0,077","0,2","0,9956","7,1",28,"3,37",6,"1,9","0,74","-102,6","0,46"
1281,1281,"11,4","0,077","0,2","0,9956","7,1",28,"3,37",6,"1,9","0,44","-102,6","0,46"
1282,1282,"6,9","0,084",0,"0,99619","7,9",9,"3,33",6,2,"0,2","24,2","0,765"
1283,1283,"4,2","0,096","0,28","0,99734","8,7",17,"3,26",6,"2,7","0,5","-131,1","0,63"
1284,1284,"14,9","0,071","0,19","0,99476",7,18,"3,39",5,"2,3","0,56","39,6","0,42"
1285,1285,"14,5","0,09","0,5","0,99734","11,3",20,"3,15",5,"1,8","0,47","-42,3","0,37"
1286,1286,"13,4","0,068","0,44","0,99328","7,1",17,"3,35",6,"2,5","0,5","-58,9","0,16"
1287,1287,8,"0,056","0,08","0,99286",8,3,"3,22",5,"2,6","0,8","0,7","0,6"
1288,1288,"13,2","0,068","0,3","0,99914",7,20,"3,3",5,"4,5","1,37",11,"0,6"
1289,1289,"10,2","0,068","0,3","0,99914",7,20,"3,3",5,"4,5","1,67",-209,"0,6"
1290,1290,15,"0,1",0,"0,99521","7,6",6,"3,36",5,"1,9","0,89","-10,8","0,74"
1291,1291,"13,9","0,073","0,1","0,99638","8,2",25,"3,29",6,"2,1","1,15",6,"0,635"
1292,1292,"5,4","0,056","0,13","0,99362","5,9",14,"3,62",6,"2,4","0,87","-25,2","0,395"
1293,1293,"10,7","0,084",0,"0,99672","7,5",6,"3,34",4,"1,9","0,39","1,2","0,755"
1294,1294,"11,9","0,073","0,1","0,99638","8,2",25,"3,29",6,"2,1","0,45",-54,"0,635"
1295,1295,"6,5","0,093",0,"0,99558","6,6",51,"3,2",5,"4,3","0,7","-147,25","0,63"
1296,1296,"9,5","0,093",0,"0,99558","6,6",51,"3,2",5,"4,3","0,1","-69,75","0,63"
1297,1297,"7,1","0,064","0,14","0,99323","7,2",15,"3,35",6,"2,1","0,2","2,9","0,53"
1298,1298,"12,2","0,063",0,"0,99191","5,7",11,"3,45",6,"1,4","0,4","19,8","0,6"
1299,1299,"13,9","0,137",0,"0,99476","7,6",5,"3,5",3,"2,1","0,1","9,9","1,58"
