,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1100,1100,"7,4","0,072","0,42","0,99392","8,4",23,"3,11",6,"2,1","1,28","39,6","0,34"
1101,1101,8,"0,071","0,27","0,99388","7,4",14,"3,35",6,"2,1","0,33","-22,5","0,49"
1102,1102,"6,2","0,078","0,09","0,99402","6,1",18,"3,45",6,"1,7","0,8",-27,"0,48"
1103,1103,17,"0,071","0,27","0,99388","7,4",14,"3,35",6,"2,1","0,7","2,5","0,49"
1104,1104,"12,4","0,073","0,34","0,9936",8,16,"3,28",6,"2,2","0,46","-47,5","0,48"
1105,1105,"7,8","0,048","0,28","0,99374","6,3",13,"3,41",5,"2,1","0,4","4,9","0,57"
1106,1106,"10,3","0,069","0,42","0,99376","8,2",9,"3,21",6,"1,9","0,74","18,7","0,23"
1107,1107,"10,7","0,068","0,41","0,99523","9,1",10,"3,27",7,2,"0,65","-45,6","0,3"
1108,1108,"3,5","0,09","0,1","0,99855","8,1",4,"3,36",5,"3,3","0,4","-11,7","0,78"
1109,1109,"5,8","0,171","0,43","0,9982","10,8",27,"3,17",6,"2,1","1,36","72,6","0,47"
1110,1110,3,"0,07",0,"0,99593","8,3",6,"3,25",6,"1,4","0,84","1,4","0,53"
1111,1111,"13,3","0,092","0,27","0,99471","5,4",23,"3,78",7,2,"0,84","60,5","0,42"
1112,1112,11,"0,056","0,41","0,99396","7,9",6,"3,29",6,"1,5","0,61","38,5","0,33"
1113,1113,"12,5","0,074","0,39","0,99698","8,9",3,"3,12",6,"1,6","0,59",-9,"0,24"
1114,1114,"10,6","0,046","0,5","0,9902",5,29,"3,49",6,"4,3","0,76",-152,"0,4"
1115,1115,"12,3","0,091","0,07","0,99572",7,15,"3,38",6,"2,5","0,5","-18,9","0,69"
1116,1116,"11,3","0,091","0,07","0,99572",7,15,"3,38",6,"2,5","0,7","-39,9","0,69"
1117,1117,"10,3","0,091","0,07","0,99572",7,15,"3,38",6,"2,5","1,2","-39,9","0,69"
1118,1118,"9,3","0,065","0,12","0,99252","7,1",14,"3,3",6,"2,1","0,3","-45,6","0,39"
1119,1119,"17,9","0,066",0,"0,99256","5,6",7,"3,52",5,"2,5","0,9","16,5","0,66"
1120,1120,"16,1","0,076","0,34","0,99235","7,9",8,"3,2",8,"2,5","0,32","-32,3","0,54"
1121,1121,"15,3","0,062",0,"0,99352","6,6",21,"3,44",6,"1,8","0,55","30,8","0,5"
1122,1122,"9,3","0,055",0,"0,9922","6,3",27,"3,45",6,"1,4","0,1","-62,7","0,47"
1123,1123,"16,2","0,081","0,37","0,99674","10,7",17,"3,12",6,"1,9","0,7","31,9","0,4"
1124,1124,"9,5","0,096",0,"0,99557","6,5",3,"3,62",4,"2,2","1,02","-24,7","0,58"
1125,1125,"8,3","0,055","0,35","0,99394","8,8",13,"3,14",7,"1,7","0,6","-51,3","0,24"
1126,1126,"11,5","0,063","0,26","0,9915","5,8",3,"3,39",6,"1,7","0,3","12,1","0,29"
1127,1127,"14,5","0,072",0,"0,99379","6,3",26,"3,51",6,"2,9","0,9","-46,8","0,76"
1128,1128,14,"0,095","0,33","0,9984",10,28,"3,22",5,"2,7","1,18","-80,1","0,43"
1129,1129,"12,5","0,092","0,35","0,99798","10,5",24,"3,21",6,"3,3","1,09",77,"0,43"
1130,1130,"18,4","0,058",0,"0,9977","9,1",5,"3,18",6,"1,9","0,3",-19,"0,6"
1131,1131,"11,5","0,045","0,21","0,99341","5,9",57,"3,32",5,"1,7","0,5","-256,5","0,19"
1132,1132,"8,6","0,075","0,34","0,9933","7,4",18,"3,38",7,"1,8","0,78","41,8","0,36"
1133,1133,"12,2","0,089","0,07","0,99684","7,2",10,"3,37",7,"5,5","1,18","1,8","0,48"
1134,1134,"5,8","0,061","0,35","0,99524","8,5",6,"3,3",7,"1,7","0,2","-13,5","0,28"
1135,1135,"7,9","0,067","0,43","0,9946",8,22,"3,38",6,"1,7","1,2",5,"0,25"
1136,1136,"6,4","0,08","0,45","0,99774","10,4",6,"3,22",6,2,"0,76","1,3","0,52"
1137,1137,"9,4","0,08","0,45","0,99774","10,4",6,"3,22",6,2,"0,66","1,3","0,52"
1138,1138,"1,1","0,104","0,15","0,99786","7,5",29,"3,14",5,"3,7","0,88","-178,6","0,41"
1139,1139,"5,5","0,079","0,24","0,99764","8,2",16,"3,34",6,2,"0,94","-77,4","0,51"
1140,1140,"3,5","0,08","0,3","0,9969","7,3",33,"3,41",6,"1,7","0,95","7,9","0,4"
1141,1141,6,"0,08","0,32","0,99624","8,2",24,"3,27",6,"2,5","0,55","78,1","0,38"
1142,1142,"4,4","0,043","0,11","0,99354","6,9",6,"3,3",6,"2,4","0,95","1,2","0,45"
1143,1143,12,"0,065","0,3","0,99672",7,16,"3,61",6,"1,8","1,12",-18,"0,22"
1144,1144,"14,1","0,066","0,23","0,99588","7,3",35,"3,43",5,"2,3","0,8",7,"0,32"
1145,1145,"17,4","0,076","0,43","0,99672","8,2",31,"3,53",6,"2,5","0,81","-96,9","0,2"
1146,1146,"4,8","0,178","0,12","0,996","7,8",6,"3,28",6,"1,8","0,57","-18,9","0,5"
1147,1147,"15,8","0,071","0,45","0,99702",10,6,"3,21",7,"6,2","0,3","-12,6","0,41"
1148,1148,"7,6","0,086","0,42","0,99526","7,8",9,"3,39",6,2,"0,8","2,1","0,39"
1149,1149,5,"0,061","0,47","0,99585",10,6,"3,23",6,2,"0,72","1,1","0,35"
