,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
550,550,"9,5","0,074","0,01","0,9958","6,8",9,"3,33",6,"2,1","0,56",25,"0,51"
551,551,10,"0,092","0,24","0,998","9,4",14,"3,19",6,"2,8","0,73",45,"0,43"
552,552,10,"0,092","0,24","0,998","9,5",14,"3,12",6,"2,7","0,74",44,"0,46"
553,553,"11,5","0,05","0,24","0,9934",5,32,"3,74",5,"1,6","0,62",96,"1,04"
554,554,"11,1","0,095","0,49","1,00315","15,5",10,"2,92",5,"4,2","0,74",23,"0,645"
555,555,"11,1","0,095","0,49","1,00315","15,5",10,"2,92",5,"4,2","0,74",23,"0,645"
556,556,"11,7","0,118","0,49","1,0002","10,9",10,"3,07",6,"4,6","0,56",17,"0,53"
557,557,"11,1","0,095","0,49","1,00315","15,6",10,"2,92",5,"4,2","0,74",23,"0,645"
558,558,"11,7","0,118","0,49","1,0002","10,9",10,"3,07",6,"4,6","0,56",17,"0,53"
559,559,"12,7","0,085","0,49","1,0021",13,6,"3,3",6,"4,3","0,68",47,"0,47"
560,560,"11,4","0,075","0,49","0,9994","12,7",5,"3,14",5,"2,8","0,57",19,"0,6"
561,561,"9,2","0,078","0,49","0,9978",9,26,"3,23",5,"2,4","0,58",121,"0,44"
562,562,"9,2","0,094","0,49","0,9982",9,41,"3,08",5,"2,9","0,61",110,"0,54"
563,563,"10,1","0,092","0,49","0,9971","7,6",25,"3,31",6,"2,7","0,61",60,"0,29"
564,564,"12,7","0,085","0,49","1,0021",13,6,"3,3",6,"4,3","0,68",47,"0,47"
565,565,"11,4","0,075","0,49","0,9994","12,7",5,"3,14",5,"2,8","0,57",19,"0,6"
566,566,9,"0,226","0,24","0,9991","8,7",5,"3,32",6,"2,5","0,6",15,"0,7"
567,567,9,"0,226","0,24","0,9991","8,7",5,"3,32",6,"2,5","0,6",15,"0,7"
568,568,"10,7","0,25","0,49","0,999","9,8",5,"3,31",6,"2,6","0,79",20,"0,5"
569,569,"11,7","0,095","0,24","0,9946","6,2",19,"3,57",6,"2,2","0,57",42,"0,36"
570,570,11,"0,07","0,49","1,0003","11,5",10,"3,32",6,"3,3","0,91",37,"0,35"
571,571,"11,7","0,095","0,24","0,9946","6,2",19,"3,57",6,"2,2","0,57",42,"0,36"
572,572,"10,4","0,075","0,49","0,9978","10,2",10,"3,14",5,"2,4","0,61",28,"0,24"
573,573,"9,6","0,07","0,49","0,9991","10,5",14,"3,3",4,"2,1","0,56",47,"0,59"
574,574,10,"0,078","0,49","0,9992","10,6",20,"3,19",6,"3,2","0,7",78,"0,34"
575,575,"10,2","0,079","0,49","0,9993","12,3",28,"3,2",6,"3,1","0,8",46,"0,27"
576,576,10,"0,103","0,24","0,9978","9,9",6,"3,34",4,"2,3","0,52",14,"0,5"
577,577,"9,5","0,083","0,49","0,9982","8,8",18,"3,3",5,"2,8","0,6",111,"0,44"
578,578,"9,8","0,085","0,49","0,9982","8,8",17,"3,29",5,"2,9","0,6",110,"0,47"
579,579,"9,8","0,063","0,49","0,9976","10,6",18,"3,14",6,"2,2","0,51",40,"0,31"
580,580,"9,6","0,089","0,49","1,0002","12,3",5,"3,19",5,"2,2","0,44",14,"0,5"
581,581,"9,6","0,089","0,49","1,0002","12,3",5,"3,19",5,"2,2","0,44",14,"0,5"
582,582,"9,2","0,083","0,49",1,"11,7",5,"3,19",5,"2,2","0,43",15,"0,49"
583,583,"9,9","0,074","0,49","0,9976",12,10,"2,98",7,"1,9","0,66",21,"0,28"
584,584,"10,7","0,093","0,49","1,0002","11,8",54,"3,3",7,"3,4","0,76",80,"0,33"
585,585,"9,6","0,091","0,24","0,998","7,6",8,"3,47",6,"2,4","0,66",38,"0,51"
586,586,"10,6","0,094","0,49","0,9986","11,1",16,"3,12",7,"2,7","1,02",47,"0,31"
587,587,"9,3","0,108","0,24","0,9967","7,3",18,"3,26",5,"1,9","0,59",102,"0,73"
588,588,14,"0,06","0,24","0,9917",5,19,"3,72",8,2,"0,74",50,"0,42"
589,589,"10,5","0,059","0,49","0,9976","10,2",5,"3,05",7,"2,6","0,74",13,"0,29"
590,590,"9,7","0,084","0,49","0,9987",9,21,"3,35",5,"2,6","0,57",75,"0,45"
591,591,"11,5","0,07","0,49","0,9922","6,6",23,"3,12",6,"1,7","0,5",149,"0,39"
592,592,"9,7","0,084","0,49","0,9987",9,21,"3,35",5,"2,6","0,57",75,"0,45"
593,593,9,"0,094","0,58","1,0004","9,9",9,"3,29",5,"3,5","0,58",43,"0,49"
594,594,"9,5","0,096","0,17","0,9978","7,9",20,"3,4",5,"2,6","0,53",38,"0,72"
595,595,"9,3","0,086","0,41","0,9998","8,9",30,"3,27",5,"7,9","0,57",109,"0,595"
596,596,"9,3","0,059","0,51","0,9994","12,4",6,"3,04",6,2,"0,6",24,"0,4"
597,597,10,"0,071","0,58","0,998","11,9",5,"3,09",6,"1,9","0,63",18,"0,58"
598,598,"9,8","0,078","0,18","0,9967","8,5",5,"3,2",6,"2,1","0,48",30,"0,585"
599,599,"9,3","0,082","0,45",1,"12,7",11,3,6,"2,3","0,7",22,"0,59"
