,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
900,900,"20,8","0,056","0,36","0,99562","8,9",10,"3,4",5,"2,6",0,"3,9","0,31"
901,901,"12,8","0,08","0,1","0,99736","7,4",16,"3,58",7,"2,4","0,19","-62,7","0,635"
902,902,"19,8","0,08","0,1","0,99736","7,4",16,"3,58",7,"2,4",0,"-62,7","0,635"
903,903,"17,8","0,06","0,06","0,9962","6,8",11,"3,41",7,6,0,"-34,2","0,59"
904,904,"11,8","0,06","0,06","0,9962","6,8",11,"3,41",7,6,"0,29","-34,2","0,59"
905,905,"11,5","0,081","0,2","0,998","9,2",15,"3,23",5,3,0,"-218,5","0,58"
906,906,16,"0,084","0,27","0,9964","7,2",12,"3,39",5,"2,6","0,51","7,8","0,54"
907,907,"16,5","0,079",0,"0,9948","6,1",6,"3,59",6,"2,2","0,44","9,9","0,56"
908,908,"15,8","0,078","0,13","0,99528","7,4",34,"3,43",6,"2,4",0,"-54,9","0,52"
909,909,"13,5","0,059","0,39","0,99331","7,3",7,"3,29",6,"1,2","0,02","-20,9","0,305"
910,910,"22,2","0,132","0,48","0,99577","9,3",3,"3,23",6,"3,8",0,"-9,9","0,38"
911,911,"16,9","0,114","0,46","0,99901","9,1",3,"3,18",6,9,"0,4","9,9","0,28"
912,912,"13,2","0,065","0,44","0,99674",10,4,"3,33",6,"2,9","0,32","8,8","0,46"
913,913,"16,2","0,094","0,46","0,99639","9,4",3,"3,27",7,"4,6",0,11,"0,395"
914,914,"20,5","0,059","0,39","0,99331","7,3",7,"3,29",6,"1,2",0,"-20,9","0,305"
915,915,"20,9","0,079","0,4","0,99512","8,6",3,"3,27",6,"2,2","0,27","-5,4","0,315"
916,916,13,"0,161","0,19","0,99395","5,3",7,"3,62",5,"1,5","0,01","68,2","0,715"
917,917,"14,1","0,084","0,31","0,99824","6,8",26,"3,38",6,"8,8","0,24","-85,5","0,41"
918,918,12,"0,081","0,32","0,9964","8,4",32,"3,3",6,"2,2","0,32","7,9","0,36"
919,919,"19,8","0,072","0,12","0,99504","8,4",38,"3,38",6,"1,8",0,"50,6","0,62"
920,920,"18,5","0,091","0,37","0,99786","9,6",10,"3,24",5,"2,3",0,"2,3","0,41"
921,921,13,"0,081","0,32","0,9964","8,4",32,"3,3",6,"2,2",0,"-150,1","0,36"
922,922,"14,8","0,072","0,12","0,99504","8,4",38,"3,38",6,"1,8","0,49","50,6","0,62"
923,923,"17,1","0,084","0,31","0,99824","6,8",26,"3,38",6,"8,8","0,44","49,5","0,41"
924,924,"15,2","0,055","0,27","0,99516","8,6",14,"3,18",5,"2,3","0,1","-53,2","0,47"
925,925,20,"0,064","0,36","0,99604","8,6",53,"3,47",7,"1,9","0,17","84,7","0,22"
926,926,"11,2","0,061","0,33","0,99786","9,4",52,"3,47",6,"2,3","0,7","-138,7","0,24"
927,927,"17,2","0,093","0,19","0,99736","8,4",11,"3,2",4,"2,2","0,39","7,5","0,67"
928,928,"19,2","0,055","0,27","0,99516","8,6",14,"3,18",5,"2,3",0,"30,8","0,47"
929,929,21,"0,063","0,38","0,99468","8,7",10,"3,3",7,"3,3","0,63","-36,1","0,33"
930,930,"18,5","0,08","0,01","0,99746","6,6",8,"3,69",5,"1,9","0,43","-47,5","0,61"
931,931,"16,8","0,074","0,01","0,99748","7,4",13,"3,48",5,2,0,"41,8","0,61"
932,932,"16,5","0,078","0,29","0,9971","7,6",29,"3,45",6,"1,9","0,09","-125,4","0,4"
933,933,"15,8","0,074","0,01","0,99748","7,4",13,"3,48",5,2,"0,55","41,8","0,61"
934,934,"17,5","0,08","0,01","0,99746","6,6",8,"3,69",5,"1,9","0,53","27,5","0,61"
935,935,"20,8","0,06","0,38","0,99543","8,8",19,"3,39",6,"2,3","0,22","-64,8","0,3"
936,936,"15,8","0,06","0,38","0,99543","8,8",19,"3,39",6,"2,3",0,"79,2","0,3"
937,937,"15,4","0,071","0,5","0,99791",12,6,"3,07",4,"1,4","0,3","-23,4","0,63"
938,938,"14,9","0,068","0,38","0,99356","7,2",23,"3,34",7,"2,8","0,52","4,2","0,38"
939,939,"16,4","0,073","0,17","0,99425","6,2",7,"3,61",5,"1,6","0,14","-20,9","0,46"
940,940,"14,4","0,074","0,52","0,99509","9,6",13,"3,36",7,"2,2",0,"-22,5","0,33"
941,941,"15,5","0,082","0,49","0,99484","9,9",9,"3,19",7,5,0,"-32,3","0,27"
942,942,14,"0,092","0,4","0,99834","10,1",13,"3,22",7,"2,6","0,24","57,2","0,43"
943,943,"13,7","0,094","0,34","0,99864","9,8",10,"3,24",7,"2,3",0,"4,5","0,5"
944,944,"15,1","0,09","0,49","0,99498","8,3",11,"3,27",7,"3,8","0,54","-45,6","0,3"
945,945,"16,1","0,071","0,42","0,99566","10,2",7,"3,14",7,2,"0,69",-18,"0,44"
946,946,14,"0,092","0,58","0,99745","10,2",11,"3,29",7,"4,1","0,89","26,4","0,44"
947,947,"19,4","0,093","0,48","0,99408","8,3",6,"3,26",7,"2,1","0,12","13,2","0,28"
948,948,"16,9","0,075","0,45","0,99552","8,9",10,"3,41",7,"1,8","0,56","-39,9","0,12"
949,949,"16,9","0,075","0,45","0,99552","8,9",10,"3,41",7,"1,8","0,46","23,1","0,12"
