,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1200,1200,"10,8","0,069","0,21","0,99458","7,7",4,"3,16",6,"1,5","0,9","-17,1","0,57"
1201,1201,"14,2","0,065","0,36","0,99419","7,9",5,"3,27",7,"1,9","0,74",11,"0,34"
1202,1202,"9,7","0,068","0,39","0,99516","8,6",6,"3,35",8,"1,8","0,5","13,2","0,42"
1203,1203,"9,4","0,111","0,19","0,99878","9,9",33,"3,14",5,"5,8","1,15","83,6","0,74"
1204,1204,9,"0,074","0,46","0,99534","7,2",24,"3,4",7,"2,1","0,55","4,4","0,36"
1205,1205,17,"0,074","0,46","0,99534","7,2",24,"3,4",7,"2,1","1,25","48,4","0,36"
1206,1206,14,"0,074","0,46","0,99534","7,2",24,"3,4",7,"2,1","0,6","4,4","0,36"
1207,1207,10,"0,136","0,55","0,99752","9,9",24,"3,35",5,"1,7","0,84","-46,8","0,72"
1208,1208,14,"0,074","0,46","0,99534","7,2",24,"3,4",7,"2,1","1,05","-39,6","0,36"
1209,1209,"11,2","0,071","0,43","0,99428","6,2",14,"3,45",7,2,"0,47","2,4","0,39"
1210,1210,"8,4","0,078","0,02","0,99498","6,8",8,"3,35",6,"2,1","0,4","16,5","0,65"
1211,1211,"7,3","0,076","0,15","0,9957","6,6",22,"3,32",5,"2,1","0,9","-100,7","0,44"
1212,1212,"7,4","0,078","0,02","0,99498","6,8",8,"3,35",6,"2,1","0,52","1,5","0,65"
1213,1213,"13,5","0,071","0,42","0,99659","9,6",5,"3,15",6,"1,9","0,75","1,3","0,38"
1214,1214,"9,4","0,081","0,46","0,99628","10,2",6,"3,1",6,"1,9","0,5","0,9","0,33"
1215,1215,"14,3","0,095","0,46","0,99488","8,8",20,"3,26",6,"2,1","0,66","31,9","0,27"
1216,1216,"7,5","0,079","0,31","0,99677","7,9",10,"3,29",6,2,"0,69","86,9","0,57"
1217,1217,9,"0,057","0,37","0,99408","8,2",43,"3,23",6,"1,9","1,21","-140,6","0,34"
1218,1218,"8,6","0,082","0,31","0,996","8,2",8,"3,24",6,"1,9","0,99","-21,6","0,4"
1219,1219,"12,9","0,044","0,4","0,99478",9,25,"3,2",6,"1,3","0,43",-95,"0,39"
1220,1220,"16,5","0,132","0,52","0,99734","10,9",17,"3,28",6,"1,8","0,57","-83,6","0,32"
1221,1221,"10,5","0,132","0,52","0,99734","10,9",17,"3,28",6,"1,8","0,6","-83,6","0,32"
1222,1222,"13,6","0,078","0,22","0,99678","8,1",33,"3,26",6,"2,2","0,56","8,9","0,53"
1223,1223,7,"0,074","0,47","0,99638","10,5",9,"3,23",6,"2,2","0,56","-20,7","0,36"
1224,1224,"7,3","0,08","0,49","0,9992","12,6",8,"3,07",6,"2,5","0,92",22,"0,39"
1225,1225,"10,4","0,091","0,23","0,99922","9,2",18,"3,15",5,"2,6","0,4","-69,3","0,46"
1226,1226,"10,2","0,08","0,03","0,99592","7,5",27,"3,02",5,"4,1","1,17","4,6","0,58"
1227,1227,"12,6","0,104","0,25","0,99769",9,8,"3,27",5,2,"0,8","-39,9","0,58"
1228,1228,"16,6","0,044",0,"0,99157","5,1",18,"3,68",7,"1,8","1,13","-79,2","0,42"
1229,1229,"2,5","0,075","0,29","0,99718","7,6",19,"3,4",5,"2,1","0,74","72,6","0,43"
1230,1230,"17,8","0,066","0,34","0,9947","7,7",15,"3,37",6,"2,7","0,98","-52,2","0,18"
1231,1231,"13,8","0,074","0,01","0,99621","7,8",48,"3,38",5,"2,6","0,4",9,"0,815"
1232,1232,"5,5","0,075","0,29","0,99718","7,6",19,"3,4",5,"2,1","0,94","-59,4","0,43"
1233,1233,"8,3","0,057","0,37","0,99614","10,2",14,"3,23",4,"2,2","0,69","3,6","0,23"
1234,1234,"8,8","0,059","0,01","0,99242","7,1",11,"3,39",6,"2,2","0,7","19,8","0,75"
1235,1235,"12,5","0,054","0,32","0,99572",6,6,"3,3",4,"12,9","0,3","-214,7","0,33"
1236,1236,"5,4","0,07",0,"0,99659","7,8",7,"3,26",6,"1,7","0,94","-32,3","0,55"
1237,1237,"9,8","0,059","0,01","0,99242","7,1",11,"3,39",6,"2,2","0,3","-34,2","0,75"
1238,1238,"13,6","0,081",0,"0,99798","8,1",12,"3,38",4,"2,5","0,4","2,4","0,73"
1239,1239,"8,8","0,057",0,"0,99488","6,5",11,"3,45",4,"4,3","0,3",22,"0,67"
1240,1240,"10,3","0,076","0,2","0,99494","7,5",36,"3,1",5,"1,7","0,7",-114,"0,61"
1241,1241,"9,8","0,079","0,39","0,99729","9,8",28,"3,16",5,"2,5","0,3","-58,5","0,37"
1242,1242,"18,2","0,058","0,41","0,99414",9,15,"3,22",6,2,"1,2",-76,"0,4"
1243,1243,"8,5","0,082","0,22","0,9983","8,3",10,"3,37",5,"2,4","0,82","94,6","0,56"
1244,1244,"6,3","0,067","0,25","0,99721","5,9",72,"3,33",6,"13,4","0,2",-144,"0,29"
1245,1245,"8,5","0,082","0,19","0,99655","7,4",15,"3,49",5,"1,8","0,48","-30,6","0,55"
1246,1246,10,"0,086","0,07","0,99502","7,4",15,"3,12",5,"1,7","0,6","52,8","0,74"
1247,1247,"6,5","0,082","0,19","0,99655","7,4",15,"3,49",5,"1,8","0,18","-64,6","0,55"
1248,1248,"13,1","0,081","0,33","0,9949","6,9",22,"3,41",6,"2,2","1,45","-32,4","0,41"
1249,1249,"12,9","0,079","0,01","0,99514","7,1",24,"3,4",6,"2,3","0,51","40,7","0,6"
