,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1150,1150,"16,8","0,067","0,32","0,99473","8,2",4,"3,3",7,"2,8","0,6","-10,8","0,33"
1151,1151,"11,5","0,044","0,23","0,99352","6,1",16,"3,46",6,"2,5","0,15",-133,"0,58"
1152,1152,"9,8","0,118","0,25","0,99616","8,3",9,"3,15",5,"2,2","0,5","-72,2","0,6"
1153,1153,"15,1","0,083","0,35","0,99622","9,6",17,"3,23",6,"2,1","0,9","-72,2","0,42"
1154,1154,"6,4","0,1",0,"0,99544","6,6",50,"3,59",6,"2,2","0,38","-119,7","0,58"
1155,1155,"11,8","0,118","0,25","0,99616","8,3",9,"3,15",5,"2,2","0,8","3,8","0,6"
1156,1156,"9,8","0,071","0,51","0,99524","8,5",45,"3,33",7,"1,75","0,9","8,8","0,18"
1157,1157,"11,9","0,042","0,18","0,9924","5,1",16,"3,46",7,"2,1","0,8","111,1","0,51"
1158,1158,"14,6","0,076","0,43","0,99572","6,7",22,"3,42",6,"2,8","0,46","5,4","0,41"
1159,1159,"13,8","0,11","0,43","0,99728","10,2",11,"3,16",5,"2,2","0,67","-33,3","0,41"
1160,1160,"11,1","0,087","0,57","0,99676","10,6",6,"3,14",7,"2,3","1,42",-18,"0,36"
1161,1161,"17,2","0,076","0,43","0,99551","8,8",12,"3,21",6,"1,4","0,45","-18,9","0,45"
1162,1162,"7,8","0,075","0,42","0,99434","8,5",12,"3,14",7,"2,3","0,91","-36,1","0,32"
1163,1163,12,"0,078","0,24","0,99692",9,10,"3,29",5,"1,7","0,9","-18,9","0,785"
1164,1164,13,"0,078","0,24","0,99692",9,10,"3,29",5,"1,7","0,3","-18,9","0,785"
1165,1165,"13,4","0,369","0,5","0,99634","8,5",15,"3,01",5,"1,9","0,8","3,8","0,44"
1166,1166,"16,2","0,111","0,26","0,99709","9,9",7,"2,94",5,2,"1,38",66,"0,54"
1167,1167,"9,4","0,074","0,39","0,99528","8,2",29,"3,32",7,"2,5","0,78","-43,2","0,33"
1168,1168,7,"0,067","0,27","0,99384","6,5",8,"3,21",6,"2,8","0,1","-83,6","0,34"
1169,1169,"14,5","0,086","0,29","0,99502","7,6",5,"3,32",6,"2,3","0,82","-12,6","0,5"
1170,1170,"3,5","0,062","0,34","0,99667","9,2",5,"3,2",6,"1,6","1,47","13,2","0,36"
1171,1171,"9,8","0,078",0,"0,99522","7,1",26,"3,42",6,"2,2","0,68","4,4","0,59"
1172,1172,"12,3","0,074","0,46","0,99649","9,7",5,"3,27",6,"2,1","1,04","17,6","0,42"
1173,1173,"10,5","0,079","0,31","0,99716","7,6",26,"3,46",6,"1,7","0,82","71,5","0,36"
1174,1174,"13,5","0,079","0,31","0,99716","7,6",26,"3,46",6,"1,7","0,42","71,5","0,36"
1175,1175,"5,5","0,095",0,"0,99541","6,5",48,"3,61",6,"2,2","0,9","-53,1","0,61"
1176,1176,"10,2","0,079","0,03","0,99572","6,5",23,"3,58",4,"5,6","0,9","4,7","0,88"
1177,1177,"5,7","0,052",0,"0,99318","7,1",6,"3,35",7,"2,4","0,5","-20,9","0,66"
1178,1178,"12,4","0,041",0,"0,99346","5,6",17,"3,68",5,"2,1","0,2","85,8","0,915"
1179,1179,18,"0,076","0,33","0,99599","8,2",11,"3,27",6,"2,4","0,51","-89,3","0,35"
1180,1180,8,"0,076","0,33","0,99599","8,2",11,"3,27",6,"2,4","0,51","-89,3","0,35"
1181,1181,"11,4","0,068","0,43","0,99478","9,8",5,"3,19",5,"1,65","0,46","12,1","0,39"
1182,1182,"10,5","0,068","0,4","0,99754","10,2",41,"3,38",6,"2,5","0,66","-102,6","0,4"
1183,1183,"15,3","0,07","0,07","0,99572","6,8",16,"3,29",5,"1,6","0,7","6,1","0,66"
1184,1184,"10,9","0,08","0,23","0,99538","6,7",11,"3,36",5,"2,1","0,9","130,9","0,64"
1185,1185,"11,9","0,085","0,3","0,99346",7,6,"3,33",6,2,"0,8","42,9","0,43"
1186,1186,"18,2","0,079","0,03","0,9963","6,6",6,"3,52",5,"7,8","0,3","1,2","0,8"
1187,1187,"7,9","0,085","0,3","0,99346",7,6,"3,33",6,2,"0,7","-74,1","0,43"
1188,1188,"9,9","0,08","0,23","0,99538","6,7",11,"3,36",5,"2,1","0,8","-107,1","0,64"
1189,1189,"10,6","0,075","0,05","0,99616","8,8",5,"3,3",4,"1,8","0,94","-36,1","0,955"
1190,1190,"19,5","0,08","0,57","0,99652","9,1",6,"3,28",6,"4,6","0,1",2,"0,4"
1191,1191,"11,8","0,166",0,"0,99551","6,5",6,"3,56",5,"2,3","0,6","13,2","0,885"
1192,1192,"7,4","0,063","0,37","0,99439","7,2",11,"3,52",7,"2,5","0,9","-36,9","0,25"
1193,1193,"12,8","0,166",0,"0,99551","6,4",6,"3,56",5,"2,3","0,8","-10,8","0,885"
1194,1194,"12,5","0,114","0,12","0,99588",7,15,"3,22",6,"1,8","0,3","6,4","0,745"
1195,1195,"11,5","0,078","0,22","0,99633","6,2",21,"3,52",6,"1,8",1,"-50,4","0,43"
1196,1196,"8,5","0,076","0,23","0,99686","7,9",23,"3,21",6,"2,3","0,88","9,4","0,58"
1197,1197,"4,8","0,069","0,21","0,99458","7,7",4,"3,16",6,"1,5","0,74","9,9","0,57"
1198,1198,"7,9","0,052","0,26","0,9951","7,7",19,"3,15",6,2,"0,2","7,7","0,26"
1199,1199,"10,5","0,076","0,23","0,99686","7,9",23,"3,21",6,"2,3","0,78","-178,6","0,58"
