,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1450,1450,"12,3","0,062","0,32","0,9947","7,2",15,"3,23",7,2,"0,53","2,8","0,37"
1451,1451,7,"0,104","0,44","0,99732","7,8",8,"3,33",7,"2,7","0,58","-32,3","0,32"
1452,1452,"18,6","0,062","0,02","0,99374","6,6",37,"3,35",7,2,"0,86","5,3","0,58"
1453,1453,10,"0,074","0,33","0,99706","7,6",27,"3,41",5,"1,9","1,28","93,5","0,49"
1454,1454,"16,9","0,073","0,63","0,99974","11,7",7,"3,21",6,"2,2","1,09","-20,7","0,45"
1455,1455,"11,9","0,052",0,"0,99467","6,5",9,"3,5",6,"1,6","1,33","18,7","0,9"
1456,1456,"10,55","0,05","0,06","0,99236",6,38,"3,3",6,"1,8","0,7","-80,1","0,54"
1457,1457,11,"0,074","0,33","0,99706","7,6",27,"3,41",5,"1,9","0,38","-161,5","0,49"
1458,1458,"7,5","0,067","0,4","0,99603","8,4",8,"3,39",5,"1,7",1,-18,"0,29"
1459,1459,"8,9","0,054","0,35","0,99458","7,9",7,"3,32",7,"1,7","0,9","-13,5","0,2"
1460,1460,"11,4","0,054","0,09","0,99724","6,4",34,"3,41",6,"2,3","0,7","6,4","0,42"
1461,1461,10,"0,06",0,"0,99664","6,2",6,"3,59",4,"2,1","0,61","1,3","0,785"
1462,1462,"7,4","0,075","0,03","0,99545","6,8",14,"3,36",6,"2,3","0,48","-27,9","0,64"
1463,1463,"7,8","0,076","0,01","0,99522","6,9",14,"3,34",6,"2,4","0,23","-74,1","0,63"
1464,1464,"5,7","0,063","0,1","0,9958","6,8",34,"3,41",5,"1,7","0,47","-100,7","0,59"
1465,1465,"10,7","0,063","0,1","0,9958","6,8",34,"3,41",5,"1,7","0,57","-100,7","0,59"
1466,1466,2,"0,062","0,32","0,99728","7,3",31,"3,3",7,"2,1","0,55","-102,6","0,48"
1467,1467,15,"0,067","0,08","0,99648","6,7",19,"3,52",4,"2,3","0,6","-60,8","1,04"
1468,1468,5,"0,062","0,32","0,99728","7,3",31,"3,3",7,"2,1","1,15","59,4","0,48"
1469,1469,"14,7","0,061","0,05","0,99705","7,3",20,"3,31",3,"2,1","0,1","-44,1","0,98"
1470,1470,"2,7","0,084","0,11","0,99578",10,8,"2,88",5,"1,4","0,57","2,4","0,69"
1471,1471,"14,6","0,067","0,08","0,99334","6,7",8,"3,43",5,"3,75","0,92","1,6","0,7"
1472,1472,"11,1","0,073","0,6","0,99656","7,6",23,"3,38",6,"2,6","1,29","48,4","0,35"
1473,1473,15,"0,071","0,08","0,99336","6,1",14,"3,38",5,"1,8","1,04","-40,5","0,6"
1474,1474,"12,8","0,205","0,5","1,00242","9,9",48,"3,16",5,"13,8","0,85","-155,8","0,5"
1475,1475,"20,56666667","0,048","0,11","0,99182","5,3",16,"3,54",7,"2,2","1,48","97,9","0,47"
1476,1476,"6,8","0,205","0,5","1,00242","9,9",48,"3,16",5,"13,8","1,25","90,2","0,5"
1477,1477,"15,6","0,048","0,11","0,99182","5,3",16,"3,54",7,"2,2","0,68","-169,1","0,47"
1478,1478,"12,2","0,082","0,05","0,99808","7,1",3,"3,4",3,"5,7","0,5","-12,6","0,875"
1479,1479,"15,6","0,104","0,6","0,99828","8,2",10,"3,39",5,3,"1,08","24,2","0,28"
1480,1480,"7,1","0,08","0,03","0,99498","5,6",6,"3,66",4,"1,5","1,12","-11,7","0,62"
1481,1481,"6,6","0,104","0,6","0,99828","8,2",10,"3,39",5,3,"0,6","-41,8","0,28"
1482,1482,"11,3","0,114","0,54","0,99719","7,2",3,"3,33",4,"2,1","0,67","-17,1","0,58"
1483,1483,"6,7","0,042","0,44","0,99542","8,1",6,"3,35",5,"1,5","0,81","13,2","0,33"
1484,1484,"6,9","0,06","0,06","0,99592","6,8",4,"3,53",4,2,"0,64","-9,9","0,91"
1485,1485,"3,7","0,074","0,16","0,99606",7,8,"3,37",5,"2,1","0,5","2,5","0,655"
1486,1486,"9,3","0,07","0,21","0,99546","6,8",9,"3,38",5,"2,1","0,1","-43,7","0,68"
1487,1487,"8,6","0,066","0,05","0,99496",6,9,"3,52",5,"1,9","1,48","-32,3","0,64"
1488,1488,"15,4","0,049","0,04","0,9942","5,6",5,"3,72",5,"1,7","0,3","-24,7","0,54"
1489,1489,"10,8","0,048","0,1","0,99448","6,2",4,"3,44",6,"2,1","0,3","-9,9","0,57"
1490,1490,"12,4","0,039","0,49","0,99344","7,1",8,"3,39",6,"1,8","0,56","19,8","0,22"
1491,1491,"14,4","0,049","0,04","0,9942","5,6",5,"3,72",5,"1,7","0,2","-24,7","0,54"
1492,1492,"16,95","0,05","0,06","0,99348","6,2",6,"3,57",5,"1,6","0,1","19,8","0,65"
1493,1493,"5,7","0,089","0,26","0,99636","7,7",23,"3,26",5,"1,9","1,09","-279,3","0,54"
1494,1494,11,"0,066","0,09","0,99459","6,4",15,"3,42",7,"1,4","0,3","30,8","0,31"
1495,1495,"8,6","0,08","0,02","0,99492",7,15,"3,35",6,"1,9","1,01","2,8","0,43"
1496,1496,"8,7","0,089","0,26","0,99636","7,7",23,"3,26",5,"1,9","0,89","161,7","0,54"
1497,1497,"14,5","0,054","0,03","0,99508","6,9",7,"3,45",6,"2,3","0,63","-14,4","0,74"
1498,1498,"5,8","0,068","0,04","0,99582","6,6",7,"3,53",6,"2,3","0,68","-11,7","0,895"
1499,1499,"13,5","0,054","0,03","0,99508","6,9",7,"3,45",6,"2,3","1,23","1,6","0,74"
