,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
950,950,"18,9","0,075","0,45","0,99552","8,9",10,"3,41",7,"1,8","0,36","23,1","0,12"
951,951,"14,4","0,093","0,48","0,99408","8,3",6,"3,26",7,"2,1",0,"-10,8","0,28"
952,952,"18,2","0,058","0,4","0,99536","8,2",6,"3,31",7,"2,2",0,-19,"0,31"
953,953,"13,1","0,052","0,48","0,99458","10,2",5,"3,2",7,"2,1",0,"-8,1","0,34"
954,954,"18,2","0,082","0,4","0,99538","7,6",6,"3,44",6,"2,7",0,"-9,9","0,43"
955,955,"18,4","0,09","0,52","0,99648","8,5",9,"3,36",5,"1,9","0,47","2,3","0,21"
956,956,"18,3","0,111","0,52","0,99568",9,5,"3,31",6,"2,1","0,32",-9,"0,36"
957,957,"17,1","0,088","0,52","0,99613","9,5",12,"3,29",6,2,"0,08","5,1","0,37"
958,958,"12,3","0,12","0,12","0,99519","6,4",25,"3,47",7,"2,3","0,41","3,6","0,57"
959,959,12,"0,089","0,05","0,99735",8,12,"3,36",5,2,"0,51","3,2","0,59"
960,960,"15,1","0,058","0,27","0,99518","8,5",18,"3,16",6,"1,9",0,"41,8","0,47"
961,961,"12,3","0,078","0,14","0,99592","7,1",7,"3,27",5,"1,6","0,22","19,8","0,56"
962,962,"15,5","0,115","0,02","0,99654","6,6",6,"3,38",5,"2,1","0,49","-14,4","0,57"
963,963,"12,2","0,1","0,39","0,99546","8,8",20,"3,15",6,2,"0,29","2,7","0,27"
964,964,"20,1","0,058","0,27","0,99518","8,5",18,"3,16",6,"1,9","0,75","-72,2","0,47"
965,965,18,"0,065","0,4","0,99554","8,3",24,"3,34",6,"2,4",0,"52,8","0,34"
966,966,"13,9","0,103","0,41","0,99604",9,6,"3,13",7,"2,4",0,-19,"0,38"
967,967,"13,2","0,097","0,2","0,99733","8,5",23,"3,13",5,"2,1","0,08","-101,7","0,66"
968,968,"20,2","0,068","0,43","0,9943",9,29,"3,2",6,"2,4",0,"-87,4","0,4"
969,969,"17,2","0,079","0,09","0,99669","6,7",7,"3,46",5,"2,9","0,01","24,2","0,56"
970,970,"15,9","0,066","0,48","0,99724","10,4",6,"3,33",6,"1,9","0,07",-9,"0,26"
971,971,"13,9","0,066","0,48","0,99724","10,4",6,"3,33",6,"1,9","0,57",-9,"0,26"
972,972,"15,6","0,104","0,5","0,99643","10,1",6,"3,22",7,"2,4","0,35","-24,7","0,38"
973,973,"18,7","0,079","0,44","0,99605","8,5",6,"3,52",5,"1,7",0,"-22,8","0,34"
974,974,"17,1","0,073","0,41","0,99658","8,8",7,"3,3",7,"5,9","0,12","14,3","0,33"
975,975,"13,4","0,083","0,3","0,997","7,2",35,"3,44",5,"2,1",0,"-64,8","0,41"
976,976,"15,4","0,083","0,3","0,997","7,2",35,"3,44",5,"2,1","0,32","-136,8","0,41"
977,977,"16,1","0,109","0,29","0,99801","8,4",31,"3,15",5,"2,6","0,4","130,9","0,59"
978,978,"19,3","0,061","0,32","0,99416",7,9,"3,28",7,"3,6",0,"-55,1","0,4"
979,979,"16,4","0,075","0,49","0,9969","12,2",3,"3,13",5,"1,4","0,53","0,6","0,45"
980,980,"17,5","0,065","0,3","0,99774","9,1",8,"3,32",6,"1,9","0,41","18,7","0,5"
981,981,15,"0,079","0,26","0,99712","9,5",13,"3,25",5,"1,9","0,52","-25,2","0,86"
982,982,"17,9","0,07","0,32","0,99418","7,3",51,"3,34",6,"2,1","0,72",-63,"0,52"
983,983,"13,5","0,065","0,3","0,99774","9,1",8,"3,32",6,"1,9","0,51","18,7","0,5"
984,984,"16,4","0,075","0,49","0,9969","12,2",3,"3,13",5,"1,4","0,13","0,6","0,45"
985,985,"17,3","0,064",0,"0,99562","7,4",7,"3,45",6,2,"0,18","-9,9","0,58"
986,986,"12,4","0,066","0,39","0,9947","9,8",3,"3,19",7,"1,4","0,25","7,7","0,34"
987,987,"14,4","0,08","0,3","0,99693","7,1",35,"3,44",5,"1,6","0,2",77,"0,36"
988,988,"12,4","0,097","0,12","0,99596","7,7",19,"3,16",5,"1,7","0,29","2,7","0,39"
989,989,"19,9","0,073","0,4","0,99556","9,7",14,"3,14",6,"1,5","0,11","-18,9","0,295"
990,990,"10,4","0,097","0,12","0,99596","7,7",19,"3,16",5,"1,7",0,"29,7","0,39"
991,991,"18,4","0,082","0,28","0,99694","7,1",31,"3,45",5,2,"0,08","6,8","0,34"
992,992,"18,4","0,076","0,1","0,99554","6,5",30,"3,36",6,2,"0,28","4,7","0,4"
993,993,"15,4","0,082","0,28","0,99694","7,1",31,"3,45",5,2,"0,28","-61,2","0,34"
994,994,"12,4","0,092","0,45","0,99918",10,20,"3,15",5,"2,5",0,"96,8","0,35"
995,995,"14,1","0,079","0,06","0,99697","7,7",19,"3,39",6,2,"0,52","-77,9","0,6"
996,996,"13,8","0,087",0,"0,99378","5,6",3,"3,71",7,"2,2",0,"-20,9","0,66"
997,997,"18,8","0,087",0,"0,99378","5,6",3,"3,71",7,"2,2","0,03","1,1","0,66"
998,998,"13,1","0,05","0,34","0,99554","8,9",4,"3,12",6,"1,4","0,08",-9,"0,84"
999,999,"19,9","0,055",0,"0,99162","6,4",7,"3,47",6,"1,65",0,"13,2","0,69"
