,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1050,1050,"12,4","0,082","0,17","0,99634","7,1",27,"3,49",5,"1,8",0,"56,1","0,43"
1051,1051,"16,2","0,414","0,59","0,99702","8,5",16,"3,03",5,"1,4","0,84","49,5","0,46"
1052,1052,"18,9","0,073","0,05","0,99258","5,6",19,"3,56",5,"2,4","0,25","27,5","0,605"
1053,1053,"15,7","0,07","0,42","0,99426","8,3",9,"3,38",7,"2,3","0,17",-18,"0,33"
1054,1054,"17,1","0,095","0,27","0,99747","8,2",5,"3,13",6,2,"0,42","-69,3","0,64"
1055,1055,"11,1","0,095","0,27","0,99747","8,2",5,"3,13",6,2,"0,22","84,7","0,64"
1056,1056,"17,1","0,101","0,53","0,99586","8,9",3,"3,21",7,4,"0,49",1,"0,48"
1057,1057,"18,1","0,104","0,25","0,99784","7,6",28,"3,15",5,"3,9","0,07",99,"0,42"
1058,1058,"13,6","0,093","0,57","0,9971","9,9",30,"3,19",7,"2,4","0,26","-98,8","0,53"
1059,1059,"14,1","0,101","0,53","0,99586","8,9",3,"3,21",7,4,"0,09",-19,"0,48"
1060,1060,"10,9","0,074","0,57","0,9981","11,6",3,"3,14",6,"1,8","0,4","0,8","0,23"
1061,1061,"13,5","0,071","0,5","0,99462","9,1",7,"3,21",8,"1,8","0,09","-30,4","0,4"
1062,1062,"14,4","0,098","0,44","0,9956",8,6,"3,3",6,"1,9",0,"-13,5","0,38"
1063,1063,"16,8","0,075","0,65","0,99565","10,2",6,"3,22",6,"2,4","0,43","-32,3","0,29"
1064,1064,"16,8","0,067","0,09","0,99418","8,2",5,"3,28",6,2,"0,47",-9,"0,74"
1065,1065,"16,2","0,083","0,18","0,9963","7,7",6,"3,29",6,"2,4","0,2",-38,"0,61"
1066,1066,"19,5","0,07","0,08","0,99358","6,6",13,"3,4",7,"2,4","0,12","-23,4","0,52"
1067,1067,"11,9","0,06","0,53","0,99572","11,1",3,"3,02",7,"2,2","0,13",1,"0,31"
1068,1068,"14,9","0,06","0,53","0,99572","11,1",3,"3,02",7,"2,2",0,11,"0,31"
1069,1069,"19,8","0,086","0,35","0,997",8,28,"3,31",5,"2,8",0,"-98,8","0,62"
1070,1070,"14,1","0,057","0,45","0,99498","9,3",19,"3,18",7,"1,5","0,39","-33,3","0,33"
1071,1071,"18,2","0,098","0,2","0,99892","7,5",30,"3,2",5,"8,1","0,28","-174,8","0,77"
1072,1072,"18,5","0,083","0,26","0,9968","7,2",33,"3,4",6,"1,8",0,"-142,5","0,35"
1073,1073,"14,7","0,088","0,33","0,9972",8,16,"3,31",6,"2,7","0,38","-70,3","0,62"
1074,1074,"15,2","0,098","0,2","0,99892","7,5",30,"3,2",5,"8,1","0,38","101,2","0,77"
1075,1075,"14,2","0,071","0,34","0,99769","9,1",45,"3,44",7,2,"0,66","-127,3","0,25"
1076,1076,"20,4","0,073","0,56","0,99534","9,9",3,"3,15",6,2,"0,23","-7,2","0,32"
1077,1077,12,"0,08","0,65","0,99817","8,6",3,"3,27",5,"6,4","0,18","-7,2","0,37"
1078,1078,20,"0,08","0,65","0,99817","8,6",3,"3,27",5,"6,4","0,48","-15,2","0,37"
1079,1079,"18,3","0,05","0,68","0,99316","7,9","37,5","3,01",7,"8,3","0,31","-250,2","0,3"
1080,1080,"18,8","0,047","0,56","0,99471","10,3",3,"3,16",6,"1,4","0,31","0,8","0,27"
1081,1081,"15,3","0,05","0,68","0,99316","7,9","37,5","3,01",7,"8,3","0,31","-260,1","0,3"
1082,1082,"11,5","0,073","0,3","0,99685","7,2",31,"3,42",6,"1,8",0,7,"0,38"
1083,1083,14,"0,072","0,45","0,99617","8,7",32,"3,33",6,"2,4",0,"-53,1","0,42"
1084,1084,"17,5","0,073","0,3","0,99685","7,2",31,"3,42",6,"1,8",0,-63,"0,38"
1085,1085,"10,6","0,074","0,08","0,99529","6,8",40,"3,12",5,"1,8","0,39","6,4","0,48"
1086,1086,"14,6","0,055","0,4","0,99738","8,5",3,"3,38",7,"4,7","0,56","-8,1","0,34"
1087,1087,"19,2","0,057","0,42","0,994","7,9",18,"3,29",6,"1,6",0,-27,"0,19"
1088,1088,"12,9","0,095","0,54","0,99735","11,6",22,"3,02",7,"1,5",0,"-36,9","0,41"
1089,1089,"11,9","0,095","0,54","0,99735","11,6",22,"3,02",7,"1,5","0,06","45,1","0,41"
1090,1090,"16,8","0,083","0,54","0,99451",10,42,"2,98",8,"1,9",0,"-66,6","0,26"
1091,1091,"20,4","0,086","0,42","0,99546","7,9",8,"3,35",6,2,"0,5","1,9","0,34"
1092,1092,"19,5","0,081","0,09","0,99479",7,10,"3,43",6,2,"0,19","-14,4","0,54"
1093,1093,13,"0,079","0,36","0,99615","9,2",11,"3,33",7,"2,2","0,56","34,1","0,31"
1094,1094,"15,8","0,117","0,09","0,99655","6,6",9,"3,35",6,"5,5",0,"18,7","0,725"
1095,1095,"11,5","0,087","0,47","0,99772","9,4",6,"3,15",5,"2,5","0,4",2,"0,4"
1096,1096,"13,8","0,117","0,09","0,99655","6,6",9,"3,35",6,"5,5",0,"-15,3","0,725"
1097,1097,"13,4","0,096","0,38","0,99666","8,6",5,"3,2",5,"1,5",0,"-34,2","0,52"
1098,1098,"19,5","0,216","0,45","0,99358",8,5,"3,15",7,"2,1","0,21","-30,4","0,31"
1099,1099,"16,4","0,096","0,38","0,99666","8,6",5,"3,2",5,"1,5","0,42","-34,2","0,52"
