,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1000,1000,"20,5","0,062","0,3","0,99495","7,5",6,"3,44",7,"2,2",0,"-10,8","0,43"
1001,1001,"11,6","0,058","0,38","0,99676","9,9",31,"3,26",7,"1,5","0,62","-42,3","0,35"
1002,1002,"18,7","0,063","0,33","0,99516","9,1",13,"3,26",7,"2,05","0,74","2,7","0,29"
1003,1003,"14,8","0,067","0,32","0,9928","6,8",4,"3,36",7,"1,8","0,05","-15,2","0,36"
1004,1004,"16,3","0,081","0,29","0,99603","8,2",27,"3,25",5,"1,6","0,14","-85,5","0,43"
1005,1005,"21,8","0,067","0,32","0,9928","6,8",4,"3,36",7,"1,8",0,"0,8","0,36"
1006,1006,"13,7","0,063","0,33","0,99516","9,1",13,"3,26",7,"2,05","0,74","-24,3","0,29"
1007,1007,"15,7","0,064","0,34","0,99516","9,1",12,"3,26",7,2,"0,34","-47,5","0,3"
1008,1008,15,"0,11","0,4","0,99549","8,9",12,"3,23",7,"3,6","0,3","-21,6","0,35"
1009,1009,"16,9","0,116","0,36","0,99722","9,6",26,"3,18",5,"2,8","0,08","60,5","0,5"
1010,1010,"17,3","0,067","0,45","0,99354","8,9",7,"3,25",7,"1,7","0,25","-10,8","0,28"
1011,1011,"13,4","0,088","0,31","0,9957","8,9",12,"3,17",6,2,"0,05","20,9","0,32"
1012,1012,17,"0,102","0,15","0,99604","7,7",11,"3,23",5,"2,1",0,"35,2","1,005"
1013,1013,16,"0,092",0,"0,99635","7,5",22,"3,38",6,"1,6",0,"3,1","0,71"
1014,1014,"13,2","0,12","0,16","0,99454",8,3,"3,22",6,2,0,"-13,3","0,58"
1015,1015,"15,4","0,075","0,46","0,99598","10,5",14,"3,06",6,"2,2",0,"2,7","0,39"
1016,1016,"19,6","0,068","0,4","0,99486","8,9",12,"3,27",7,"2,2","0,25","-25,2","0,38"
1017,1017,"13,7","0,049","0,37","0,99007",8,36,"2,89",6,"0,9",0,"119,9","0,18"
1018,1018,"20,7","0,049","0,37","0,99007",8,36,"2,89",6,"0,9","0,24","-207,1","0,18"
1019,1019,"19,4","0,078","0,14","0,99636",7,10,"3,53",5,"1,8",0,"25,3","0,5"
1020,1020,"16,9","0,123","0,66","0,99642","11,3",3,"3,2",6,"2,4","0,33","0,8","0,36"
1021,1021,"18,9","0,123","0,66","0,99642","11,3",3,"3,2",6,"2,4",0,"-15,2","0,36"
1022,1022,"17,5","0,062","0,09","0,99584",7,4,"3,35",5,"2,1","0,34","0,9","0,51"
1023,1023,"17,3","0,098","0,42","0,99506","8,2",3,"3,27",6,"2,3","0,45","-8,1","0,32"
1024,1024,"19,5","0,088","0,01","0,99568","7,7",12,"3,32",7,"1,8","0,46","-34,2","0,58"
1025,1025,"16,4","0,095",0,"0,99822","8,6",17,"3,33",6,"2,8","0,2","-38,7","0,83"
1026,1026,"15,6","0,066","0,32","0,99364","7,9",14,"3,41",6,"1,9","0,16","-32,4","0,31"
1027,1027,"13,6","0,065",0,"0,99378","6,4",28,"3,49",5,"2,2",0,"-46,8","0,795"
1028,1028,"13,1","0,075","0,21","0,99586","7,2",41,"3,37",6,"2,5",0,"-61,2","0,34"
1029,1029,"15,5","0,088","0,01","0,99568","7,7",12,"3,32",7,"1,8","0,16","1,8","0,58"
1030,1030,"18,5","0,091",0,"0,99488","7,1",9,"3,42",7,"2,1","0,35","-12,6","0,59"
1031,1031,13,"0,093","0,01","0,99514","7,3",9,"3,35",7,"1,8",0,"1,5","0,55"
1032,1032,"16,6","0,095",0,"0,99854","8,1",5,"3,36",5,"4,1","0,03","15,4","0,82"
1033,1033,"17,4","0,089","0,08","0,99592","7,5",14,"3,3",6,"2,6","0,39","29,7","0,57"
1034,1034,"11,7","0,077","0,18","0,99739","8,9",15,"3,2",6,"2,5","0,37","52,8","0,745"
1035,1035,"18,6","0,085","0,34","0,99683","10,1",5,"3,17",7,"2,4","0,35","18,7","0,37"
1036,1036,"13,5","0,082","0,34","0,99356","7,6",26,"3,22",7,"2,5","0,09","-31,5","0,31"
1037,1037,"17,2","0,074","0,1","0,99672","7,3",20,"3,35",5,"1,8","0,06","61,6","0,91"
1038,1038,"17,6","0,078","0,41","0,9953","8,7",25,"3,24",7,"6,2","0,07","-37,8","0,41"
1039,1039,"12,1","0,088","0,21","0,99692","8,9",21,"3,33",6,"2,2","0,73","3,9","0,5"
1040,1040,"13,2","0,088",0,"0,99756","7,4",16,"3,58",5,"2,2","0,37","35,2","0,965"
1041,1041,"11,8","0,079","0,19","0,99547","6,9",13,"3,38",6,"1,7","0,44","2,6","0,49"
1042,1042,"17,1","0,088","0,21","0,99692","8,9",21,"3,33",6,"2,2","0,73","-74,1","0,5"
1043,1043,"18,9","0,069","0,41","0,99859","9,5",18,"3,29",7,"8,9","0,11","42,9","0,39"
1044,1044,"21,2","0,046","0,33","0,99294","6,4",12,"3,36",6,"3,3","0,52","58,3","0,39"
1045,1045,"13,4","0,07",0,"0,99438","6,9",32,"3,32",6,"1,4","0,08","-34,2","0,44"
1046,1046,"16,7","0,076",0,"0,99612","7,6",33,"3,31",6,"1,7",0,"4,5","0,78"
1047,1047,"19,4","0,082","0,17","0,99634","7,1",27,"3,49",5,"1,8","0,14","5,1","0,43"
1048,1048,"11,9","0,081","0,36","0,99702","9,3",3,"3,27",6,"1,7","0,18","1,4","0,49"
1049,1049,"17,8","0,084","0,36","0,99704","9,3",6,"3,27",6,"1,8","0,07","-15,3","0,5"
