,Time,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
850,850,"16,5","0,085","0,44","0,99708","9,3",9,"3,28",5,"1,9","0,25","-19,8","0,43"
851,851,"14,5","0,085","0,44","0,99708","9,3",9,"3,28",5,"1,9","0,35","-19,8","0,43"
852,852,"11,7","0,08","0,32","0,99801",8,26,"3,22",5,"2,5","0,67","-109,8","0,42"
853,853,"18,9","0,08","0,39","0,99652","9,3",41,"3,47",6,"1,5",0,"-104,5","0,36"
854,854,"13,9","0,08","0,39","0,99652","9,3",41,"3,47",6,"1,5","0,03","60,5","0,36"
855,855,"17,7","0,071","0,02","0,99538","7,6",10,"3,51",7,"2,5","0,31","-12,6","0,735"
856,856,"13,9","0,08","0,39","0,99652","9,3",41,"3,47",6,"1,5","0,03","60,5","0,36"
857,857,"17,3","0,073","0,34","0,99594","8,2",16,"3,4",7,"2,5","0,28","-42,3","0,26"
858,858,"12,6","0,054","0,47","0,99686","11,7",17,"3,15",7,"1,7",0,"3,2","0,28"
859,859,"16,2","0,074","0,22","0,99438","6,8",15,"3,4",6,"1,8",0,"-21,6","0,56"
860,860,"14,5","0,077","0,06","0,99746","7,2",15,"3,51",5,"2,7",0,"-76,5","0,62"
861,861,"14,5","0,039","0,66","0,99357","5,8",15,"3,66",6,2,0,"96,8","1,01"
862,862,"17,4","0,067","0,32","0,99628","7,5",7,"3,24",5,"2,7",0,"-22,5","0,42"
863,863,"13,7","0,078","0,06","0,99746","7,2",17,"3,51",5,"2,5",0,"-159,6","0,62"
864,864,"14,5","0,077","0,06","0,99746","7,2",15,"3,51",5,"2,7","0,34","8,5","0,62"
865,865,"16,7","0,077","0,07","0,99748","7,2",16,"3,51",5,"2,6","0,14","-163,4","0,635"
866,866,"18,3","0,071","0,22","0,99438","6,8",13,"3,41",6,"2,3","0,33","2,4","0,49"
867,867,"17,2","0,072","0,23","0,99438","6,9",13,"3,4",6,2,"0,34","2,2","0,51"
868,868,"18,2","0,074","0,22","0,99438","6,8",15,"3,4",6,"1,8","0,12","26,4","0,56"
869,869,"18,9","0,08","0,03","0,99578","7,6",27,"3,44",6,2,"0,24","-38,7","0,63"
870,870,"12,8","0,064","0,01","0,99371","7,7",31,"3,41",6,"2,1",0,"-81,7","0,715"
871,871,"18,6","0,086","0,03","0,99522","6,9",36,"3,53",5,"1,5","0,37","-87,4","0,56"
872,872,11,"0,067","0,24","0,99576","7,3",28,"3,43",4,2,"0,44","52,8","0,35"
873,873,"19,1","0,067","0,37","0,99552","9,1",6,"3,23",7,"1,6",0,-19,"0,21"
874,874,"20,8","0,104","0,46","0,99664","10,4",6,"3,12",7,"2,1",0,11,"0,38"
875,875,"16,8","0,109","0,4","0,99614","8,8",7,"3,31",7,"2,8","0,29","-30,4","0,31"
876,876,"16,9","0,067",0,"0,99517","7,1",7,"3,4",4,"2,2","0,18","-26,6","0,47"
877,877,"12,8","0,064","0,01","0,99371","7,7",31,"3,41",6,"2,1",0,"-38,7","0,715"
878,878,14,"0,094","0,19","0,99787","8,8",30,"3,22",6,4,0,"75,9","0,61"
879,879,"16,5","0,076","0,04","0,99745","7,2",18,"3,53",5,"2,5",0,"-79,2","0,6"
880,880,"18,9","0,078","0,18","0,99576","9,2",10,"3,15",5,"1,6",0,"-39,9","0,56"
881,881,"16,4","0,068",0,"0,99533","7,6",30,"3,48",6,"2,1",0,"3,5","0,715"
882,882,13,"0,194","0,29","0,99536","8,4",14,"3,22",6,"3,1","0,68","28,6","0,31"
883,883,"11,5","0,076","0,04","0,99745","7,2",18,"3,53",5,"2,5","0,35","8,8","0,6"
884,884,15,"0,094","0,19","0,99787","8,8",30,"3,22",6,4,0,"-62,1","0,61"
885,885,"15,5","0,086","0,14","0,99824","8,9",9,"3,34",5,"2,5","0,44",-27,"0,75"
886,886,"16,4","0,083","0,12","0,99836",9,8,"3,33",6,"2,4",0,"-25,2","0,8"
887,887,"18,1","0,066","0,38","0,99577","10,7",29,"3,15",7,"2,6","0,69","61,6","0,52"
888,888,"19,2","0,072",0,"0,99491","6,8",32,"3,43",6,"2,5",0,"70,4","0,57"
889,889,"13,3","0,112","0,34","1,00289","10,7",23,"3,22",5,"6,6","0,58","108,9","0,9"
890,890,"11,1","0,071","0,24","0,99576","7,2",30,"3,44",5,2,"0,48","-46,8","0,34"
891,891,"15,7","0,078","0,03","0,99743","7,2",16,"3,53",5,"2,3","0,47","-163,4","0,66"
892,892,"13,3","0,082","0,23","0,99774","10,1",10,"3,22",6,"1,9",0,"1,8","0,45"
893,893,"13,7","0,078","0,03","0,99743","7,2",16,"3,53",5,"2,3",0,"94,6","0,66"
894,894,"16,8","0,08","0,03","0,99745","7,2",17,"3,53",6,"2,2","0,08","-167,2","0,63"
895,895,"11,7","0,08","0,01","0,9955","7,1",27,"3,42",6,"2,3",0,"47,3","0,59"
896,896,"17,5","0,078","0,39","0,99444","8,3",17,"3,31",7,"2,4",0,"47,3","0,31"
897,897,"16,7","0,08","0,01","0,9955","7,1",27,"3,42",6,"2,3",0,"47,3","0,59"
898,898,"17,5","0,078","0,39","0,99444","8,3",17,"3,31",7,"2,4","0,67","-38,7","0,31"
899,899,19,"0,084","0,02","0,99892","8,3",6,"3,48",3,"3,4","0,09","-9,9","1,02"
